step,active_vehicles,waiting_time,halting,speed,reward
1674,804,12379.0,94,10.417501981374077,-178.14239628189586
1675,804,12473.0,94,10.417500672394652,-179.08239311262696
1676,804,12567.0,94,10.417503588759518,-180.02241663871885
1677,804,12661.0,94,10.417501769150443,-180.9623872753249
1678,804,12755.0,94,10.417501718442825,-181.90239754264766
1679,803,12849.0,94,10.417501741427936,-182.84240096678027
1680,803,12943.0,94,10.417500803457646,-183.7823986930597
1681,803,13037.0,94,10.417500669975077,-184.7223972953019
1682,803,13131.0,94,10.41750072184097,-185.66240111211084
1683,803,13225.0,94,10.417500739798195,-186.60240041557552
1684,803,13319.0,94,10.417500973080838,-187.54240486068977
1685,803,13413.0,94,10.417500815857808,-188.48239681606105
1686,803,13507.0,94,10.41750063277708,-189.42239627247918
1687,803,13601.0,94,10.417501213568169,-190.36241202491863
1688,802,13695.0,94,10.417501157812211,-191.30239892481634
1689,802,13789.0,94,10.41750135245039,-192.24240408852108
1690,802,13883.0,94,10.41750144091601,-193.18240190955063
1691,802,13977.0,94,10.417501452730136,-194.12240033323457
1692,802,14071.0,94,10.417501167664481,-195.0623942070833
1693,802,14165.0,94,10.417501746757718,-196.0024120229018
1694,802,14259.0,94,10.41750042616615,-196.94237285507313
1695,802,14353.0,94,10.417500975448387,-197.88241136198232
1696,802,14447.0,94,10.417500613560644,-198.82239259232307
1697,802,14303.0,93,10.422155275829668,-196.9906129433058
1698,802,14159.0,92,10.420978753860446,-194.8642176272695
1699,802,13953.0,90,10.429861279184145,-191.89432861263606
1700,801,13746.0,88,10.464170491514786,-189.11799833942064
1701,801,13538.0,86,10.471035408718485,-185.65503848128796
1702,801,13389.0,85,10.493687704230297,-183.44039429126354
1703,801,13179.0,84,7.02935752360925,-183.55922403826725
1704,801,12968.0,81,10.517211282163544,-176.94506116269505
1705,801,12756.0,79,10.520088944704874,-173.78154843406378
1706,801,12777.0,80,7.045564301257437,-177.40611163109054
1707,801,12564.0,78,10.504376253164882,-171.1359909850175
1708,801,12352.0,78,10.518466600415092,-169.44741564190667
1709,801,12140.0,77,10.515603135233759,-166.2773539920846
1710,800,11984.0,77,10.51756053804403,-164.81126557476398
1711,800,12004.0,77,10.527592590603073,-165.08423107693898
1712,800,11849.0,78,10.506051569052538,-163.91373245125615
1713,800,11696.0,79,10.511189650872868,-163.28649114198763
1714,800,11532.0,77,10.514382772821524,-160.1661279211085
1715,800,11370.0,77,10.510794006228327,-158.8265513145311
1716,800,11209.0,76,10.501317507057577,-156.45728817861414
1717,800,11047.0,74,10.506503495977583,-154.20761700190326
1718,800,11119.0,77,10.484401015033743,-156.16256023223397
1719,800,10962.0,77,10.475543828030675,-154.41892431645198
1720,800,10802.0,76,10.481142045824352,-152.76643940564068
1721,800,10640.0,75,10.479599349524536,-150.56612978080938
1722,800,10477.0,73,10.503694020156734,-148.20946228345593
1723,800,10314.0,72,10.50895576235898,-145.6490153882752
1724,800,10386.0,73,10.511113394980486,-146.8977069015729
1725,800,10224.0,72,10.506664287335735,-144.69212355837445
1726,800,10066.0,72,10.508483307935506,-143.4469975413644
1727,800,9908.0,73,10.502239212641719,-142.20157763540072
1728,800,9982.0,74,10.494115589446533,-143.34406136744377
1729,800,9826.0,74,10.481251473519357,-141.81969559485253
1730,800,9671.0,73,10.486997005004786,-139.76052852641214
1731,800,9516.0,73,10.488233208958466,-138.32847637124334
1732,800,9360.0,73,10.483726947164516,-136.84769088938228
1733,800,9210.0,76,10.47730929445154,-136.57705449173073
1734,800,9287.0,77,10.477991546449532,-137.5673009831574
1735,800,9135.0,77,10.475703164956013,-136.54905393136482
1736,800,8985.0,77,10.46699568956907,-134.94459054241557
1737,800,9063.0,78,10.461803632474863,-136.321844900469
1738,800,9143.0,80,10.450523580495553,-138.02401639688344
1739,800,9222.0,80,10.447570423151841,-138.92732606734307
1740,800,9303.0,81,10.448774400380028,-140.32467293991178
1741,800,9385.0,82,10.445239986201392,-141.3004431555783
1742,799,9470.0,85,10.435954132661971,-143.6948053529371
1743,799,9554.0,85,10.430304393570193,-144.98131400823962
1744,799,9640.0,86,10.432642096149852,-146.36748057086754
1745,799,9727.0,87,10.431462048102212,-147.64410535555095
1746,799,9815.0,88,10.427791654555037,-148.84451289849594
1747,799,9903.0,88,10.424737668186882,-150.02025261113653
1748,799,9992.0,89,10.423333454877712,-151.30686414427706
1749,799,10082.0,90,10.420486356187814,-152.81434671176316
1750,799,10173.0,91,10.419133364258101,-154.25273152020338
1751,798,10264.0,91,10.418731233270163,-155.1804143919486
1752,798,10310.0,91,10.421945043739541,-155.71565572097458
1753,798,10355.0,90,10.42458703862487,-155.50287756794555
1754,798,10396.0,88,10.425579157614148,-154.8941801719294
1755,798,10442.0,89,10.426897926637318,-156.0022258501807
1756,798,10487.0,88,10.425569208809787,-155.75996572521385
1757,798,10231.0,86,10.442286213492448,-152.3735361375713
1758,798,10020.0,86,10.442455359858698,-150.20630552239282
1759,798,9766.0,85,10.482764809147517,-147.40802372044817
1760,798,9512.0,84,10.511153340592926,-144.22069209644164
1761,798,9257.0,82,10.522940672203283,-140.7200483010378
1762,798,9002.0,80,10.525830453877473,-136.71695049300038
1763,798,8746.0,79,10.522804189450117,-133.4741537174137
1764,798,8491.0,78,10.537703492035256,-130.9411047164173
1765,798,8277.0,79,10.527623237811166,-129.19201895955214
1766,798,8022.0,79,10.517225817277815,-126.47140046893523
1767,798,8060.0,78,10.529166062054543,-126.59481839896281
1768,798,7806.0,78,10.5034233450722,-123.517879007673
1769,798,7554.0,77,10.531010150229218,-120.88874048620487
1770,798,7594.0,77,10.516974805249383,-121.11623201580514
1771,798,7634.0,78,10.497505137824167,-121.82617662211878
1772,798,7713.0,79,10.49550965525257,-123.49300260390471
1773,798,7755.0,79,10.522492464371554,-123.82315015691509
1774,798,7794.0,79,10.5000454962763,-124.29416095198837
1775,798,7835.0,81,10.460351521081762,-125.54746667008766
1776,798,7878.0,80,10.444625233449075,-125.67190459116972
1777,798,7923.0,81,10.43829045314846,-126.73480009215805
1778,798,8004.0,82,10.432873091680095,-128.0438702630193
1779,798,8050.0,83,10.430293510844695,-129.0087991564036
1780,798,8096.0,83,10.428757998565455,-129.51511727570258
1781,798,8141.0,82,10.428215186052249,-129.4483175708097
1782,798,8188.0,84,10.426689561550745,-130.90985942211233
1783,798,8272.0,85,10.42608903056386,-132.26019691558378
1784,798,8316.0,83,10.425832524344361,-131.70101694332243
1785,798,8400.0,84,10.424869519698891,-133.0293223159249
1786,798,8446.0,84,10.425943139202111,-133.52726149312258
1787,798,8491.0,83,10.425250045569468,-133.44275591163643
1788,798,8536.0,83,10.425429549224141,-133.90940091443653
1789,798,8585.0,83,10.425642025916217,-134.40091090414484
1790,798,8668.0,83,10.425074916849686,-135.21606482305245
1791,798,8752.0,84,10.425065831831688,-136.56579595623015
1792,798,8836.0,84,10.425540979177814,-137.41543593381897
1793,798,8921.0,85,10.424611780426272,-138.73906916359425
1794,798,9008.0,87,10.422571534389093,-140.5892939552905
1795,798,9093.0,86,10.422552807252075,-140.97662669678084
1796,798,9181.0,88,10.420778441053631,-142.82452603963318
1797,798,9270.0,89,10.420707606951291,-144.24588692263444
1798,798,9359.0,89,10.419828531111387,-145.12128057116504
1799,798,9448.0,89,10.418989549789,-146.01247873134682
1800,798,9538.0,90,10.418845643122006,-147.42513795442562
1801,798,9629.0,91,10.418718446470514,-148.83549883664665
1802,798,9721.0,92,10.418049963067755,-150.24594902465748
1803,798,9813.0,92,10.417894961794604,-151.17526600530414
1804,798,9905.0,92,10.417751235001793,-152.0955299252232
1805,797,9997.0,92,10.417639393113415,-153.01613403812175
1806,797,10089.0,92,10.417559351859401,-153.93674861664897
1807,797,10181.0,92,10.417550247783266,-154.8580169552721
1808,797,10273.0,92,10.417521315264779,-155.7776801914622
1809,797,10365.0,92,10.417516636111761,-156.6981241953799
1810,797,10457.0,92,10.417508041131414,-157.61802315897967
1811,797,10549.0,92,10.417504427214858,-158.53815480621518
1812,796,10641.0,92,10.417503622985187,-159.45816621126454
1813,796,10733.0,92,10.417503469975959,-160.37819452256355
1814,796,10825.0,92,10.417502244876836,-161.29818359138721
1815,796,10917.0,92,10.417500832305072,-162.21818824156747
1816,796,11009.0,92,10.417501606023901,-163.1381995122194
1817,796,11101.0,92,10.41750086592554,-164.05820025856622
1818,796,11193.0,92,10.417500490208521,-164.978193117967
1819,795,11285.0,92,10.41750155136346,-165.89820495615723
1820,795,11377.0,92,10.417502336749264,-166.81820527897742
1821,795,11469.0,92,10.4175,-167.73817989712393
1822,794,11561.0,92,10.4175,-168.65820000000002
1823,794,11653.0,92,10.4175,-169.5782
1824,794,11745.0,92,10.4175,-170.4982
1825,794,11837.0,92,10.4175,-171.4182
1826,794,11929.0,92,10.41750052804186,-172.3382091848248
1827,794,12021.0,92,10.41750075322682,-173.25820370559435
1828,794,12113.0,92,10.417500905062564,-174.1782023397256
1829,794,12205.0,92,10.417500882707873,-175.0981992490107
1830,794,12297.0,92,10.417500714964872,-176.01819672890443
1831,794,12389.0,92,10.417500989164383,-176.93820448282736
1832,794,12481.0,92,10.417500758754647,-177.85819559595035
1833,794,12573.0,92,10.41750091259097,-178.7782023723188
1834,794,12665.0,92,10.41750118415844,-179.69820435804098
1835,794,12757.0,92,10.41750054371387,-180.6181883858547
1836,794,12849.0,92,10.417501087167512,-181.53820923519075
1837,794,12941.0,92,10.417501113533227,-182.45820002330575
1838,794,13033.0,92,10.417501345531118,-183.3782035896723
1839,794,13125.0,92,10.417501091055916,-184.29819503484418
1840,793,13217.0,92,10.417500602305317,-185.21819106175138
1841,792,13309.0,92,10.41750075611434,-186.13820243433713
1842,792,13401.0,92,10.417500967023049,-187.058203366164
1843,792,13493.0,92,10.417500747344345,-187.97819579179176
1844,792,13585.0,92,10.417501279536232,-188.89820895769685
1845,792,13677.0,92,10.417501171153058,-189.81819760204516
1846,792,13769.0,92,10.417501246083368,-190.73820083413693
1847,792,13861.0,92,10.417501175800737,-191.65819827827838
1848,792,13953.0,92,10.41750095904061,-192.57819575848455
1849,792,14045.0,92,10.417501110093871,-193.49820224322917
1850,792,14137.0,92,10.417500500238173,-194.41818894756
1851,792,14229.0,92,10.41750102786779,-195.33820897732792
1852,792,14321.0,92,10.4175009630994,-196.25819846177683
1853,792,14413.0,92,10.417500613191468,-197.1781935280428
1854,792,14505.0,92,10.417500599778176,-198.0981995211801
1855,792,14597.0,92,10.4175,-199.01818932721127
1856,792,14689.0,92,10.4175,-199.9382
1857,792,14781.0,92,10.4175,-200.8582
1858,792,14873.0,92,10.4175,-201.7782
1859,792,14965.0,92,10.4175,-202.69819999999999
1860,791,15057.0,92,10.4175,-203.6182
1861,791,15149.0,92,10.4175,-204.5382
1862,791,15241.0,93,8.68125,-206.8048
1863,791,15033.0,91,10.423070312752074,-203.0307655713775
1864,791,14823.0,90,10.42146779809066,-200.2235577224713
1865,791,14615.0,89,10.430638955460036,-197.81206464163728
1866,791,14406.0,88,10.435606881057826,-194.97641226684203
1867,791,14197.0,87,10.43898456570849,-192.45486524438616
1868,790,13988.0,86,10.439876023447095,-189.81383325502225
1869,790,13779.0,86,10.436835685960359,-187.5998765504384
1870,790,13569.0,85,10.436068237646436,-184.94192431873293
1871,790,13360.0,85,10.43723100392106,-182.8886278269494
1872,790,13151.0,85,10.435302381416344,-180.64998650545527
1873,790,13236.0,85,10.436049611396616,-181.68093433480814
1874,790,13026.0,85,10.438778688298681,-179.5246027492341
1875,789,12817.0,85,10.436846865737422,-177.48602360981374
1876,789,12607.0,84,10.437962036212816,-174.82549297817872
1877,789,12399.0,84,10.436318016621007,-172.7473024786002
1878,789,12191.0,83,10.437273963825678,-170.28678141176593
1879,789,11983.0,83,10.436691288601224,-167.98879450151253
1880,789,11775.0,83,10.435868234578951,-166.00588514852393
1881,789,11858.0,83,10.437849906690065,-166.77987751264828
1882,789,11649.0,83,10.435545798720998,-164.48606712877265
1883,789,11441.0,83,10.437503321814914,-162.62544427172662
1884,789,11232.0,82,10.435865837182545,-159.92381532806687
1885,789,11024.0,83,10.437297210096345,-158.5819914437438
1886,789,11107.0,83,10.438408014181771,-159.51784952068815
1887,789,10897.0,82,10.438459992424793,-156.8115024993264
1888,789,10688.0,82,10.435422080498018,-154.6178162867695
1889,789,10479.0,82,10.437408196200838,-152.59516100550067
1890,789,10269.0,81,10.437601030421927,-149.83622204912677
1891,789,10060.0,80,10.438348920541122,-147.26774418536553
1892,789,9851.0,80,10.435776769269172,-145.24194121178158
1893,788,9643.0,80,10.4367059550608,-143.22483287884123
1894,788,9724.0,81,10.43630201860698,-144.4125317374799
1895,788,9516.0,81,10.436817233063705,-142.32609440609102
1896,788,9307.0,80,10.437716160539182,-139.73299573217483
1897,788,9098.0,80,10.43504832743869,-137.26701995504285
1898,788,9179.0,81,10.437400145459705,-139.1191725116022
1899,788,8969.0,80,10.439211409701741,-136.64866940141962
1900,788,9050.0,81,10.435992342994915,-137.73167282105902
1901,788,8554.0,81,10.438074582733657,-132.8569574781886
1902,788,8633.0,80,10.436379636526322,-132.93393116306183
1903,788,8424.0,80,10.438509786726835,-130.78308438158746
1904,788,8214.0,80,10.437292041429282,-128.79114046462178
1905,788,8003.0,79,10.437211181151671,-126.31357093484682
1906,788,8083.0,80,10.437974780096784,-127.5027047299656
1907,787,8164.0,81,10.434969616337542,-128.72298734016658
1908,787,8246.0,82,10.433958496848827,-130.342719413699
1909,787,8329.0,83,10.433104026686305,-131.12302707059447
1910,787,8412.0,83,10.432232222954697,-132.20850292608495
1911,787,8497.0,85,10.430230569413844,-134.19593899240942
1912,787,8582.0,87,10.428366445258126,-136.1921050055413
1913,787,8667.0,86,10.427513343208002,-136.70437825461735
1914,787,8753.0,86,10.425830652615318,-137.44585693199116
1915,787,8840.0,87,10.423915298200074,-138.76502514075617
1916,787,8928.0,88,10.421781167524127,-140.28278541479614
1917,787,9017.0,89,10.420211184880518,-141.68555028312193
1918,787,9106.0,89,10.420186679248788,-142.60846788627288
1919,787,9196.0,90,10.418985805441233,-143.98317861767913
1920,787,9287.0,91,10.418916474664734,-145.41712588293458
1921,787,9379.0,92,10.418130265569673,-146.8219181203782
1922,787,9471.0,92,10.418033312415167,-147.7562379901573
1923,787,9563.0,92,10.417931154908233,-148.6761347179969
1924,787,9655.0,92,10.417701850682452,-149.5934755888925
1925,787,9747.0,92,10.417619615643366,-150.51651304079007
1926,787,9839.0,92,10.417583289203684,-151.43745743728425
1927,787,9931.0,92,10.417546089118758,-152.3574368724938
1928,786,10023.0,92,10.417537743742699,-153.27803061058555
1929,786,10115.0,92,10.417527910297046,-154.19799932199376
1930,786,10207.0,92,10.417514526140682,-155.11792543505746
1931,786,10299.0,92,10.417507539558972,-156.03805668776187
1932,786,10391.0,92,10.417503386881988,-156.9581147616941
1933,786,10483.0,92,10.417502038186736,-157.87817237540878
1934,786,10575.0,92,10.41750149724039,-158.7981889624792
1935,786,10667.0,92,10.417500893574932,-159.71818763545699
1936,786,10759.0,92,10.41750081248093,-160.63819838219882
1937,786,10851.0,92,10.417500498452641,-161.55819356980587
1938,786,10943.0,92,10.417500768246521,-162.4782055983194
1939,786,11035.0,92,10.41750089125399,-163.3982025859223
1940,786,11127.0,92,10.41750082255828,-164.31819863734256
1941,786,11219.0,92,10.41750036590062,-165.23819062693207
1942,786,11311.0,92,10.417500412200141,-166.1582009781435
1943,786,11403.0,92,10.4175,-167.07819151899858
1944,786,11495.0,92,10.4175,-167.99819999999997
1945,786,11587.0,92,10.4175,-168.91819999999998
1946,786,11679.0,92,10.4175,-169.83819999999997
1947,786,11771.0,92,10.41750036775695,-170.75820758934535
1948,786,11863.0,92,10.417500517009744,-171.67820310295804
1949,786,11955.0,92,10.417500535799476,-172.59820041986364
1950,786,12047.0,92,10.417500511497254,-173.51819953172512
1951,786,12139.0,92,10.4175,-174.43818947596446
1952,786,12231.0,92,10.4175,-175.35819999999998
1953,786,12323.0,92,10.4175,-176.27819999999997
1954,786,12415.0,92,10.4175,-177.19819999999999
1955,785,12507.0,92,10.4175,-178.11819999999997
1956,785,12599.0,92,10.4175,-179.03819999999996
1957,785,12691.0,92,10.4175,-179.95819999999998
1958,785,12783.0,92,10.4175,-180.8782
1959,785,12875.0,92,10.4175,-181.7982
1960,785,12967.0,92,10.4175,-182.71819999999997
1961,785,13059.0,92,10.4175,-183.63819999999998
1962,785,13151.0,92,10.4175,-184.5582
1963,785,13243.0,92,10.4175,-185.4782
1964,785,13335.0,92,10.4175,-186.39819999999997
1965,785,13427.0,92,10.4175,-187.3182
1966,785,13519.0,92,10.4175,-188.2382
1967,785,13611.0,92,10.4175,-189.1582
1968,785,13703.0,92,10.4175,-190.07819999999998
1969,785,13795.0,92,10.4175,-190.99819999999997
1970,785,13887.0,92,10.4175,-191.91819999999998
1971,785,13979.0,92,10.4175,-192.83819999999997
1972,784,14071.0,92,10.4175,-193.7582
1973,784,14163.0,92,10.4175,-194.6782
1974,784,14255.0,92,10.4175,-195.5982
1975,784,14347.0,92,10.4175,-196.51819999999998
1976,784,14439.0,92,10.4175,-197.4382
1977,784,14531.0,92,10.4175,-198.35819999999998
1978,784,14623.0,92,10.4175,-199.27819999999997
1979,784,14715.0,92,10.4175,-200.19820000000004
1980,784,14807.0,92,10.4175,-201.11819999999997
1981,784,14899.0,92,10.4175,-202.0382
1982,784,14991.0,92,10.4175,-202.9582
1983,784,15083.0,92,10.4175,-203.8782
1984,784,15175.0,92,10.4175,-204.7982
1985,784,15267.0,92,10.4175,-205.71819999999997
1986,784,15359.0,92,10.4175,-206.63819999999998
1987,784,15451.0,92,10.4175,-207.5582
1988,784,15543.0,92,10.4175,-208.4782
1989,784,15635.0,92,10.4175,-209.39819999999997
1990,784,15727.0,92,10.4175,-210.3182
1991,784,15819.0,92,10.4175,-211.2382
1992,784,15911.0,92,10.4175,-212.1582
1993,784,16003.0,92,10.4175,-213.07819999999998
1994,783,16095.0,92,10.4175,-213.9982
1995,783,16187.0,92,10.4175,-214.91819999999998
1996,782,16279.0,92,10.4175,-215.8382
1997,782,16371.0,92,10.4175,-216.7582
1998,782,16463.0,92,10.4175,-217.67819999999998
1999,782,16555.0,92,10.4175,-218.5982
2000,782,16647.0,92,10.4175,-219.51819999999998
2001,782,16739.0,92,10.4175,-220.4382
2002,782,16831.0,92,10.4175,-221.3582
2003,782,16923.0,92,10.4175,-222.27819999999997
2004,781,17015.0,92,10.4175,-223.19820000000004
2005,780,17107.0,92,10.4175,-224.1182
2006,780,17199.0,92,10.4175,-225.0382
2007,780,17291.0,92,6.995907577231524,-228.85515638318665
2008,779,17099.0,91,10.419162322068454,-223.54821600376314
2009,778,16935.0,90,10.42335514400935,-221.4306906149971
2010,778,16740.0,89,10.42534795917507,-218.96933173555465
2011,778,16292.0,88,10.425509697195048,-213.97513513784213
2012,778,15842.0,86,10.425944535812874,-208.4649251527963
2013,777,15394.0,86,10.427265784556825,-203.99893535559033
2014,777,14949.0,87,10.427042983886963,-200.03845654737268
2015,777,14503.0,86,10.427467783108959,-195.07891783328353
2016,777,14058.0,86,10.42601929383953,-190.6117116663424
2017,777,13894.0,88,10.426009108385994,-189.98251800000276
2018,776,13984.0,90,10.42537319134293,-191.88252251193066
2019,776,13784.0,86,10.426773267666427,-187.8998054268609
2020,776,13339.0,87,10.426103877877498,-183.9288961266761
2021,776,13174.0,87,10.425008788861666,-182.28524543111342
2022,776,12730.0,87,10.424710113342474,-177.84057374163189
2023,776,12567.0,88,10.42339165153075,-176.71073148671707
2024,776,12407.0,89,10.421960268536626,-175.60624082017875
2025,776,12246.0,90,10.420759300243517,-174.49757276965553
2026,776,12337.0,91,10.420828019444961,-175.92012839424393
2027,776,12426.0,91,10.420674046876144,-176.8071365721961
2028,776,12263.0,90,10.419981993950936,-174.6736407320401
2029,776,12353.0,90,10.419845343698114,-175.57497697712955
2030,776,12191.0,90,10.419940226093086,-173.96002108590417
2031,776,12283.0,92,10.419414315159836,-175.86822992654476
2032,775,12121.0,91,10.419407648029347,-173.75740586158332
2033,774,11960.0,90,10.419938085100775,-171.65694879286883
2034,774,11799.0,90,10.419676258624708,-170.03264718013156
2035,774,11389.0,89,10.419707471455451,-165.43797667457113
2036,774,11231.0,90,10.419699160476839,-164.35725158642794
2037,774,11074.0,91,10.419821741410297,-163.28950957330852
2038,774,11163.0,91,10.419668941486512,-164.17467650285093
2039,774,11252.0,91,10.419652105415754,-165.0671130920814
2040,774,11094.0,91,10.419423022672154,-163.48338549048407
2041,774,11186.0,92,10.419447570985431,-164.90790280804322
2042,774,11278.0,92,10.419683954777065,-165.8315940940066
2043,774,11367.0,91,10.419392930096361,-166.21226165904494
2044,774,10958.0,90,10.419813399989232,-161.63496842715404
2045,774,10798.0,91,10.419488803890887,-160.52156790820015
2046,774,10636.0,89,10.419690755083163,-157.91105897263975
2047,774,10477.0,91,10.419643296548198,-157.31667739461574
2048,774,10320.0,91,10.419233229307894,-155.74017302444489
2049,774,9915.0,90,10.41940685228812,-151.20066694899904
2050,774,10004.0,90,10.419129190807901,-152.08265434819447
2051,774,10094.0,91,10.41872279671241,-153.48048987643674
2052,774,10184.0,91,10.41853766908188,-154.38454470273086
2053,774,10276.0,92,10.418082214967107,-155.79980471045798
2054,774,10368.0,92,10.418069142442853,-156.7277436611356
2055,774,10460.0,92,10.417926788295206,-157.6454901265946
2056,774,10552.0,92,10.417818292665057,-158.56613957854606
2057,774,10644.0,92,10.417665904797099,-159.48541930537215
2058,774,10736.0,92,10.41765997299547,-160.40803086986767
2059,774,10828.0,92,10.417566723756984,-161.32651275613762
2060,774,10920.0,92,10.417550841408778,-162.2478971489071
2061,774,11012.0,92,10.417513512858317,-163.16753014752572
2062,773,11104.0,92,10.417510204089584,-164.08813702773458
2063,773,10897.0,91,10.417504407777583,-161.36599508621308
2064,772,10689.0,90,10.43104293166902,-158.8793377082195
2065,772,10481.0,89,7.04966184158796,-159.19265981581094
2066,772,10272.0,88,10.476809621072817,-153.84126992006605
2067,772,10063.0,87,10.46410194529159,-150.9630959766061
2068,772,9853.0,86,10.526524217203608,-148.79261853925894
2069,772,9643.0,85,10.529865884111633,-145.86407120585622
2070,772,9432.0,84,10.527355956310583,-143.09833325469913
2071,772,9019.0,82,10.531377431608439,-137.81754795555344
2072,771,9103.0,84,10.523245694247825,-139.5643647512196
2073,771,8892.0,83,10.519395440923164,-137.12767865372717
2074,771,8619.0,82,10.534641017814478,-134.14876522683656
2075,771,8346.0,81,10.538009672511514,-130.58889185075054
2076,771,8365.0,80,10.51964542920712,-130.0906139663476
2077,771,8386.0,82,10.509967642297905,-131.05216071379598
2078,771,8406.0,81,10.509521244304098,-130.99702474171798
2079,770,8429.0,82,10.567859940518373,-131.95307823932586
2080,770,8452.0,82,10.508305326389607,-131.7574326543014
2081,770,8476.0,82,10.517047868382747,-132.26500470453857
2082,770,8498.0,81,10.478924434497909,-132.03945434381887
2083,770,8521.0,82,10.460333225337141,-132.8609202146738
2084,770,8536.0,81,10.450247451591057,-132.58945066617716
2085,770,8550.0,80,10.445330713024838,-132.27272500906653
2086,770,8565.0,80,10.447251432767292,-132.48937240298386
2087,770,8639.0,80,10.445015453114236,-133.2256174245855
2088,770,8657.0,81,10.44403341066872,-133.73719259428924
2089,768,8676.0,82,10.443597122738035,-134.55936683811646
2090,768,8691.0,79,10.439700794969358,-132.97261310224383
2091,768,8711.0,80,10.441429097241267,-133.63256320070246
2092,767,8729.0,79,10.43984696783193,-133.38755822984018
2093,767,8810.0,82,10.443503326738888,-135.97187074653476
2094,767,8887.0,81,10.4398043601547,-136.19901630706602
2095,767,8841.0,78,10.438511838475078,-134.03269378814713
2096,767,8856.0,76,10.440814986534185,-133.49535810572885
2097,767,8933.0,78,10.440299057488563,-135.08132545205407
2098,767,8951.0,77,10.441657208422335,-134.78518531681476
2099,767,8965.0,77,10.442662027848431,-134.9287254934105
2100,767,8984.0,77,10.440530588364446,-135.05516380354825
2101,767,9002.0,76,10.438512567166743,-134.7250233834671
2102,767,9079.0,78,10.439724210523577,-136.70302205739875
2103,767,9099.0,77,10.441335385922887,-136.4106244768217
2104,767,9059.0,76,10.440253491823274,-135.32326705712018
2105,767,9076.0,76,10.441178045911952,-135.55530432869233
2106,767,9148.0,75,10.438550444636288,-135.55894636842805
2107,767,9167.0,75,10.441516151453545,-135.9790752408203
2108,767,9184.0,74,10.439877125083635,-135.55442496903694
2109,767,9259.0,76,10.441392477327328,-137.39001090131393
2110,767,9274.0,74,10.441841383117243,-136.39426413665677
2111,767,9348.0,75,10.441606254625095,-137.7474077594512
2112,767,9422.0,75,10.441280691943394,-138.51346392731693
2113,767,9498.0,76,10.43841251014554,-139.71576275163102
2114,767,9574.0,76,10.436451897410205,-140.30967144684854
2115,767,9651.0,77,10.437566604178532,-141.92397315411085
2116,767,9730.0,79,10.4369620856125,-143.53679667232507
2117,767,9809.0,80,10.433962313131476,-144.79440235571525
2118,767,9888.0,80,10.434687082656351,-145.64489930412265
2119,767,9968.0,81,10.436748465063435,-146.99049101688658
2120,767,10049.0,81,10.433512777873373,-147.8290327463365
2121,767,10131.0,82,10.433000645184038,-149.04671299797786
2122,767,10213.0,83,10.432979359536386,-150.38056770857781
2123,767,10295.0,83,10.431580352822316,-151.3172669185849
2124,767,10376.0,83,10.429769420885567,-152.120896175192
2125,767,10460.0,84,10.429422136864979,-153.4877704409239
2126,767,10545.0,85,10.427837921283064,-154.66806705319055
2127,767,10630.0,86,10.425411187380867,-156.15371902306248
2128,767,10715.0,86,10.423487581160332,-157.01261010079145
2129,767,10802.0,87,10.421848518161255,-158.3842211709905
2130,767,10890.0,88,10.421160269075301,-159.78242200184476
2131,767,10977.0,88,10.419951157235198,-160.6439502988
2132,767,11067.0,90,10.418820183968291,-162.5458990014594
2133,767,11156.0,90,10.418605133233228,-163.45213494531228
2134,767,11247.0,91,10.417911180317466,-164.85388565846972
2135,766,11338.0,91,10.41781223641586,-165.77426299745565
2136,766,11429.0,91,10.417718255069397,-166.68438361110066
2137,765,11520.0,91,10.417636940558372,-167.59463865488917
2138,765,11611.0,91,10.417588864478322,-168.50523276466237
2139,765,11702.0,91,10.417528029667311,-169.4150389109476
2140,765,11793.0,91,10.417510353877134,-170.32579095003928
2141,765,11884.0,91,10.417506813608753,-171.23603615053975
2142,765,11975.0,91,10.417503595756052,-172.1460444239717
2143,765,12066.0,91,10.417501813227357,-173.05606887186764
2144,765,12157.0,91,10.417500717247755,-173.96607944428328
2145,765,12248.0,91,10.417501293161953,-174.8761107425821
2146,765,12339.0,91,10.417501535559373,-175.7861039768398
2147,765,12430.0,91,10.417500683309267,-176.6960836150755
2148,764,12521.0,91,10.417500489799574,-177.6060964616423
2149,764,12612.0,91,10.417500456534889,-178.51610097808933
2150,763,12703.0,91,10.4175,-179.42609060681295
2151,763,12794.0,91,10.4175,-180.33610000000002
2152,763,12885.0,91,10.4175,-181.2461
2153,763,12976.0,91,10.4175,-182.15609999999998
2154,763,13067.0,91,10.4175,-183.0661
2155,763,13158.0,91,10.4175,-183.97610000000003
2156,763,13249.0,91,10.4175,-184.8861
2157,763,13340.0,91,10.4175,-185.79610000000002
2158,763,13431.0,91,10.4175,-186.70610000000002
2159,763,13522.0,91,10.4175,-187.61610000000002
2160,763,13613.0,91,10.4175,-188.52609999999999
2161,763,13704.0,91,10.4175,-189.4361
2162,763,13795.0,91,10.4175,-190.3461
2163,763,13886.0,91,10.4175,-191.2561
2164,763,13901.0,90,10.422997396206082,-191.02412314224443
2165,763,13916.0,89,10.424800154941725,-190.50102724450045
2166,762,13931.0,88,10.424339557316397,-190.20248999870915
2167,762,13946.0,87,10.42459263852398,-189.86255881597756
2168,762,13962.0,87,10.425125075494893,-189.88845472382434
