step,active_vehicles,waiting_time,halting,speed
1617,788,56372.0,380,0.037601627672790953
1618,788,56453.0,381,0.031213106045805232
1619,788,56549.0,380,0.03025946613851188
1620,788,56641.0,380,0.035848076008718366
1621,788,56738.0,380,0.040022238287705104
1622,788,57119.0,381,0.044072236885307904
1623,788,57212.0,381,0.046765635423953573
1624,788,57305.0,380,0.04699587183116132
1625,788,57686.0,381,0.047376320303703943
1626,788,57495.0,379,0.04652734983939357
1627,788,57874.0,380,0.04748829089911277
1628,787,57967.0,379,0.014173275345266599
1629,787,58063.0,379,0.01386498516594583
1630,787,58161.0,380,0.013722896220613144
1631,787,58259.0,380,0.013238718022750985
1632,787,58639.0,380,0.014726799833396111
1633,787,58736.0,380,0.014454917305984775
1634,787,59117.0,381,0.014909061477676955
1635,787,59211.0,379,0.014326232243683576
1636,787,59592.0,381,0.014731096816046452
1637,787,59974.0,382,0.013368253614161128
1638,787,60357.0,383,0.012020036565526252
1639,787,60740.0,383,0.01165811859300161
1640,787,61124.0,384,0.011379175338436328
1641,787,61509.0,385,0.009607157306916804
1642,787,61892.0,384,0.009708056399484423
1643,787,62278.0,386,0.0071557891360545835
1644,787,62663.0,386,0.006267559960191994
1645,787,63050.0,387,0.00499065567653495
1646,787,63438.0,388,0.00482984796888082
1647,787,63825.0,388,0.0036722838231762534
1648,787,64215.0,390,0.0021799801364698625
1649,787,64606.0,391,0.0016379103136703365
1650,787,64997.0,391,0.0016005464154927199
1651,787,65389.0,392,0.0011061105303500976
1652,787,65782.0,393,0.0005347554890249424
1653,787,66175.0,393,0.0005155039993949389
1654,787,66568.0,393,0.0003138164670829246
1655,787,66961.0,393,0.0002896419338401187
1656,787,67354.0,393,0.00015436034430008297
1657,787,67747.0,393,8.882324193468664e-05
1658,787,68140.0,393,0.00010317605025308079
1659,787,68533.0,393,6.614792248588827e-05
1660,787,68926.0,393,1.813425042041258e-05
1661,787,69319.0,393,9.645221403105195e-06
1662,787,69712.0,393,5.336552207166736e-06
1663,787,70105.0,393,5.1821496686587715e-06
1664,787,70498.0,393,2.6927821421491228e-06
1665,787,70891.0,393,2.4723184476472087e-06
1666,787,71284.0,393,1.0434419318439565e-06
1667,787,71677.0,393,1.6969962955580317e-06
1668,787,72070.0,393,1.6389639427515054e-06
1669,787,72463.0,393,1.7420184475625107e-06
1670,787,72856.0,393,1.7519277692996298e-06
1671,787,73249.0,393,1.3909980364438457e-06
1672,787,73642.0,393,8.498299046592876e-07
1673,787,74035.0,393,9.698332628366047e-07
1674,787,74428.0,393,4.4017207968364937e-07
1675,787,74821.0,393,9.930619942176386e-07
1676,787,75214.0,393,8.09483552204927e-07
1677,787,75607.0,393,8.825600057702005e-07
1678,787,76000.0,393,8.052891734565979e-07
1679,787,76393.0,393,5.977714751151345e-07
1680,787,76786.0,393,6.238094932634534e-07
1681,787,76878.0,392,0.049721825084449306
1682,787,76975.0,391,0.05505384839745251
1683,787,76770.0,389,0.13317361199515199
1684,787,76566.0,387,0.15355521927120183
1685,787,76360.0,385,0.17586184777921407
1686,787,76153.0,383,0.20549750657700622
1687,787,75946.0,381,0.2261068779465953
1688,787,75742.0,380,0.23192649784295138
1689,787,75245.0,377,0.2465012051221819
1690,787,74738.0,375,0.27580368213058815
1691,787,74229.0,372,0.3045000795424834
1692,787,73719.0,370,0.3202594252137083
1693,787,73209.0,368,0.3357827186758046
1694,787,72697.0,366,0.3623558355634868
1695,787,72188.0,365,0.38423289921044396
1696,787,71972.0,366,0.3866845050880059
1697,787,71455.0,365,0.4058849628822959
1698,787,70940.0,365,0.43789440014524195
1699,787,70710.0,363,0.42748154247113607
1700,787,70489.0,364,0.4441676353398881
1701,787,69974.0,363,0.42302246266864596
1702,787,69459.0,361,0.39664701494321447
1703,787,68943.0,360,0.3859602937156703
1704,786,68430.0,360,0.36723097971282403
1705,786,68496.0,360,0.36498331891706576
1706,786,67981.0,359,0.349873021565148
1707,786,67754.0,360,0.3396398773420171
1708,786,67525.0,358,0.33555475843394555
1709,786,67299.0,360,0.31842438988152016
1710,786,66769.0,358,0.3338102700579726
1711,785,66241.0,358,0.32115456713825596
1712,785,65713.0,357,0.3204872526058079
1713,785,65190.0,359,0.3297377393733552
1714,785,64367.0,358,0.3161503829140927
1715,785,63535.0,357,0.3290442936698095
1716,785,62412.0,354,0.36515722282922075
1717,784,61588.0,353,0.3852503936119727
1718,784,60933.0,352,0.40690700122392987
1719,784,60399.0,350,0.40532723057157094
1720,784,59869.0,352,0.39597045933384684
1721,784,59345.0,354,0.3975045237716147
1722,784,58823.0,355,0.39461970444045785
1723,784,58590.0,353,0.42556968031388365
1724,784,58064.0,352,0.412820201226826
1725,784,57546.0,356,0.40467288326988016
1726,784,57318.0,357,0.39013794027911786
1727,784,56807.0,356,0.39019637713918465
1728,784,56297.0,355,0.3659503699696229
1729,784,55794.0,357,0.3558675139944594
1730,784,56155.0,361,0.35012398093593466
1731,784,55943.0,363,0.356378310468522
1732,784,55444.0,364,0.3650285285469995
1733,783,54647.0,363,0.35310621140872295
1734,783,53849.0,362,0.34985473175748955
1735,783,53618.0,362,0.33200976695445983
1736,783,52814.0,359,0.33361939450632644
1737,783,52006.0,354,0.3434372659372693
1738,783,51198.0,352,0.38420293321996607
1739,783,50392.0,350,0.3963562444522298
1740,783,50168.0,350,0.39324342593248834
1741,782,49060.0,348,0.36888294054246307
1742,782,47952.0,345,0.39763911631253046
1743,782,47122.0,344,0.4071500143583318
1744,782,46287.0,344,0.40060796231825957
1745,782,45738.0,341,0.4038498651401833
1746,782,44899.0,340,0.42073405803550085
1747,782,44025.0,337,0.42005884123701975
1748,782,43414.0,334,0.45816466506251774
1749,782,42769.0,330,0.4800710501590977
1750,781,42129.0,328,0.4374480043398487
1751,781,41728.0,327,0.4348453348337326
1752,780,41369.0,323,0.39091198960021656
1753,779,41047.0,322,0.3831183114680032
1754,779,40520.0,324,0.41122148054328084
1755,779,40023.0,325,0.454138058141816
1756,778,39761.0,326,0.44645760459058503
1757,777,39501.0,328,0.4144733342973704
1758,777,39539.0,331,0.38149830501033744
1759,777,39283.0,332,0.36370598585552016
1760,777,39029.0,333,0.35763207863622165
1761,777,39068.0,334,0.3642364422204943
1762,777,38816.0,335,0.36207496549220847
1763,777,38265.0,336,0.359462353555602
1764,777,38007.0,333,0.3597500488138818
1765,777,37457.0,332,0.38913462154739537
1766,777,37196.0,331,0.42440855335067246
1767,777,36646.0,330,0.4724745308733922
1768,777,36095.0,327,0.5204043448875452
1769,777,35835.0,327,0.5556491159076918
1770,777,35576.0,326,0.6075930651267781
1771,777,35316.0,326,0.635328155782441
1772,776,34765.0,325,0.605141633722191
1773,776,34214.0,325,0.6461281831945743
1774,775,33641.0,321,0.6492070921786582
1775,774,33360.0,320,0.6170013131882651
1776,773,33081.0,319,0.5658757704412687
1777,773,32803.0,320,0.5644236708350159
1778,773,32529.0,319,0.587415355678668
1779,773,32536.0,319,0.6118318599107441
1780,773,32542.0,317,0.6246075200896274
1781,773,32550.0,315,0.6529199672192564
1782,773,32561.0,316,0.647065276926879
1783,773,32589.0,318,0.6399072056551663
1784,773,32604.0,318,0.6472511145563177
1785,773,32908.0,319,0.6354069746644131
1786,773,33230.0,324,0.6061265617361737
1787,773,33538.0,324,0.5878216777795124
1788,773,33842.0,326,0.5900701245973073
1789,773,33982.0,326,0.5765949801021019
1790,773,34174.0,325,0.5729956553724089
1791,773,34372.0,324,0.6207864435617358
1792,772,34584.0,325,0.5812457223946004
1793,772,34783.0,324,0.5743335504450382
1794,772,34988.0,328,0.5394652178052711
1795,772,35199.0,330,0.5293585727710646
1796,772,35411.0,329,0.5239723884763171
1797,771,35683.0,331,0.4806080429606526
1798,770,35895.0,331,0.4509099883091455
1799,769,36111.0,332,0.4071075235789687
1800,769,36388.0,334,0.39903353382144374
1801,768,36598.0,332,0.35535722097833605
1802,768,36853.0,333,0.3506030525279558
1803,768,37110.0,332,0.34911667219550985
1804,768,37378.0,332,0.3469456713498312
1805,767,37695.0,334,0.3031137848067187
1806,767,38017.0,338,0.265202786971793
1807,767,38339.0,339,0.26084584092011986
1808,766,38660.0,339,0.2461986902724919
1809,766,38988.0,341,0.25302083918293855
1810,766,39329.0,343,0.2570653706027081
1811,766,39662.0,344,0.2635052570800504
1812,766,40006.0,346,0.2762843744008201
1813,765,40332.0,345,0.23505275172010662
1814,764,40679.0,347,0.18601919620403878
1815,764,41016.0,346,0.16696528437838856
1816,764,41354.0,347,0.1781575341500351
1817,764,41702.0,349,0.17864170887405523
1818,763,42042.0,349,0.15028388727896477
1819,763,42382.0,349,0.22655291576671494
1820,763,42732.0,350,0.23070836698444472
1821,763,43085.0,354,0.24726209188066386
1822,763,43440.0,355,0.2529386968252379
1823,763,43794.0,355,0.2569569066268741
1824,763,44149.0,355,0.26043994338219134
1825,763,44505.0,356,0.2424282806028144
1826,763,44862.0,357,0.2256615656989829
1827,762,45218.0,357,0.15667118842024838
1828,762,45575.0,358,0.15301961676632203
1829,762,45934.0,359,0.15169975320154255
1830,762,46290.0,358,0.1582885265936566
1831,762,46650.0,360,0.1611910289956885
1832,762,47009.0,360,0.1678767977364501
1833,762,47370.0,361,0.1646869882071979
1834,762,47731.0,362,0.13500033404443587
1835,762,48093.0,362,0.11951651104309371
1836,762,48154.0,361,0.16163511482405568
1837,762,48216.0,361,0.17247926980156
1838,762,48278.0,361,0.24610918159499104
1839,762,48340.0,360,0.2538266827639855
1840,762,48404.0,362,0.265828820735504
1841,762,48468.0,362,0.2800425774798614
1842,762,48231.0,361,0.41432610802846365
1843,760,47993.0,359,0.3092876182607631
1844,760,48053.0,360,0.27883086680923835
1845,760,48114.0,360,0.24869529364478463
1846,760,48176.0,363,0.20134520349598217
1847,760,48240.0,362,0.18462044293047533
1848,760,48305.0,363,0.17126745798153822
1849,760,48374.0,365,0.15991902516135972
1850,760,48445.0,366,0.1649534103573456
1851,760,48517.0,367,0.17364754382681635
1852,760,48589.0,367,0.17396996697716013
1853,760,48662.0,368,0.1607231240010433
1854,760,48438.0,370,0.15143418088251223
1855,760,48213.0,368,0.15559410256996234
1856,760,48283.0,368,0.17815673731615336
1857,760,48059.0,367,0.18703051816198554
1858,760,48129.0,367,0.19879047995242316
1859,760,48199.0,368,0.21145540987085934
1860,760,48270.0,368,0.22299109958597696
1861,760,48343.0,369,0.22225813133234523
1862,760,48417.0,369,0.22051132285676134
1863,760,48492.0,369,0.22571435568038417
1864,759,48567.0,369,0.18466865688210812
1865,759,48644.0,369,0.17437897093614363
1866,759,49015.0,371,0.17015111899558208
1867,759,49093.0,371,0.1541825588896186
1868,759,49172.0,372,0.15149920366285813
1869,759,48952.0,372,0.2078246212830798
1870,759,48731.0,370,0.2115795178796734
1871,758,48802.0,370,0.17476919977973326
1872,757,48579.0,368,0.11412003691101381
1873,757,48357.0,367,0.10767700223764944
1874,757,48135.0,367,0.11241808130018383
1875,757,48207.0,368,0.11685100957245229
1876,757,47986.0,366,0.1327312551625694
1877,757,47765.0,366,0.1259824994932541
1878,757,47544.0,365,0.12424486467528453
1879,757,47619.0,365,0.10905993270608653
1880,757,47398.0,364,0.09557762792340571
1881,757,47177.0,364,0.09128072040219336
1882,757,46957.0,364,0.09087726044656146
1883,757,46735.0,362,0.0951141081499302
1884,757,46515.0,362,0.10460296052727223
1885,757,46295.0,362,0.11963315375587294
1886,757,46363.0,361,0.1280400715548147
1887,757,46144.0,361,0.10979011358881875
1888,757,45926.0,361,0.10212893623740729
1889,757,45707.0,360,0.10286762358228797
1890,757,46066.0,360,0.0999184710466664
1891,757,45845.0,360,0.10884345759506094
1892,757,45628.0,359,0.11344451030643654
1893,757,45411.0,361,0.11482027462628121
1894,757,45770.0,360,0.1174001410834049
1895,757,45553.0,360,0.12062605055576005
1896,756,45334.0,358,0.0934284961560562
1897,756,45115.0,357,0.092446710790158
1898,756,45184.0,358,0.09351275164143284
1899,756,45255.0,359,0.09636518684569173
1900,756,45325.0,358,0.0939374464400632
1901,756,45397.0,359,0.09076639193032458
1902,756,45758.0,361,0.0871660490863568
1903,756,46120.0,363,0.0874547085165823
1904,756,46193.0,363,0.08485965754922539
1905,756,46268.0,363,0.08504931874404435
1906,756,46344.0,364,0.08098130791673193
1907,756,46421.0,364,0.0866551816100884
1908,756,46499.0,365,0.0843673961540439
1909,756,46576.0,366,0.07615685180014982
1910,756,46651.0,364,0.06523358848323334
1911,756,47017.0,366,0.06378348999855692
1912,756,47096.0,368,0.06498300629253585
1913,756,47178.0,368,0.06691893856198523
1914,756,47261.0,369,0.07126114884199432
1915,756,47343.0,369,0.07416755441454884
1916,756,47711.0,369,0.06520963904427042
1917,756,47792.0,369,0.05450093222943345
1918,756,47872.0,368,0.05737166346576315
1919,756,47951.0,367,0.05153545881825471
1920,756,48032.0,368,0.04289764826136841
1921,756,48113.0,367,0.04355118783622307
1922,756,48480.0,367,0.04811191169777831
1923,756,48560.0,367,0.04278025869101884
1924,756,48640.0,367,0.04582572300268586
1925,756,48719.0,366,0.05739990628955038
1926,756,49086.0,367,0.06422248617137835
1927,756,49165.0,366,0.07322687196277705
1928,756,49247.0,367,0.07864113118459297
1929,756,49328.0,366,0.07724176186898478
1930,756,49695.0,367,0.07599493716792174
1931,756,49775.0,366,0.08040959616397096
1932,756,49857.0,366,0.07401902758231456
1933,756,49936.0,365,0.06087399423921818
1934,756,50015.0,365,0.05835266901296852
1935,756,50095.0,366,0.0587529135468848
1936,756,50175.0,365,0.058454124376464564
1937,756,50255.0,365,0.05952699014274955
1938,756,50622.0,367,0.06467529598803655
1939,756,50985.0,365,0.06974862463415793
1940,756,51351.0,366,0.07452006194503578
1941,756,51720.0,369,0.07424560728229894
1942,756,52089.0,369,0.06447319833935644
1943,756,52456.0,369,0.052285418509377596
1944,756,52825.0,370,0.05853432183730512
1945,756,53194.0,370,0.055079799673988225
1946,756,53565.0,371,0.06058577964994949
1947,756,53936.0,371,0.06648463654949227
1948,756,54308.0,372,0.06761373734273093
1949,756,54681.0,373,0.06942073238232983
1950,756,55054.0,373,0.06838596437793104
1951,756,55428.0,374,0.06753586687922392
1952,756,55803.0,375,0.06601811120944276
1953,756,56178.0,375,0.06600904702360985
1954,756,56555.0,377,0.06348399373923183
1955,756,56931.0,377,0.06453569346587971
1956,756,57309.0,378,0.06474183606384634
1957,756,57687.0,378,0.06474845799661183
1958,756,58066.0,379,0.06114113267341243
1959,756,58446.0,380,0.062154781226937975
1960,755,58826.0,380,0.03510860158728252
1961,755,59206.0,380,0.033327375493301364
1962,755,59586.0,380,0.035600474925247365
1963,755,59966.0,380,0.03535817802670865
1964,755,60346.0,380,0.03573250588643032
1965,755,60726.0,380,0.03622271751876048
1966,755,61106.0,380,0.036081225711998254
1967,755,61486.0,380,0.03420691240890147
1968,755,61866.0,380,0.03510171814164972
1969,755,62246.0,380,0.0353904964358659
1970,755,62626.0,380,0.03569690356658816
1971,755,63006.0,380,0.03472583023915423
1972,755,63386.0,380,0.033580183385047487
1973,755,63766.0,380,0.03332363363045027
1974,754,64146.0,380,9.374778547454968e-07
1975,754,64526.0,380,8.8092630480751e-07
1976,754,64906.0,380,8.231446671957956e-07
1977,754,65286.0,380,1.0477818326116189e-06
1978,754,65666.0,380,9.760313138348988e-07
1979,754,66046.0,380,9.021654851107863e-07
1980,754,66426.0,380,8.172505900800194e-07
1981,754,66806.0,380,8.508268164950905e-07
1982,754,67186.0,380,8.173530235890638e-07
1983,754,67566.0,380,9.083222956599263e-07
1984,754,67946.0,380,7.100170404129619e-07
1985,754,68326.0,380,9.389419590320553e-07
1986,754,68706.0,380,8.786581912277113e-07
1987,754,69086.0,380,7.909101061648501e-07
1988,754,69165.0,379,6.173657605948081e-07
1989,754,69018.0,377,0.009761879202243008
1990,754,68730.0,375,0.08641816299332905
1991,754,68584.0,373,0.1036464353398431
1992,754,68434.0,370,0.12639353935178632
1993,754,68285.0,368,0.1533771977153623
1994,754,67834.0,365,0.1995141422672625
1995,754,67316.0,362,0.22663561319152822
1996,754,66510.0,359,0.25081945732363903
1997,754,65984.0,356,0.2835575379521463
1998,754,65458.0,353,0.295805975814224
1999,754,64930.0,351,0.3012737592905136
2000,754,64405.0,351,0.3218318336059878
2001,754,63880.0,349,0.339137303989303
2002,754,63354.0,348,0.34822211506051476
2003,754,63110.0,347,0.316031279428677
2004,754,62587.0,347,0.2769822249221645
2005,754,62064.0,347,0.26949795345797484
2006,754,61543.0,346,0.2470462732895202
2007,754,61318.0,348,0.2730225555117287
2008,754,60798.0,348,0.28639815243525313
2009,754,60279.0,347,0.2837852419416868
2010,754,59761.0,348,0.2988411510193707
2011,754,59245.0,349,0.37118746377927403
2012,753,59302.0,349,0.36260713437571507
2013,753,59066.0,350,0.36823327793501504
2014,753,58560.0,347,0.3837914266329293
2015,753,57768.0,345,0.39895400974088563
2016,752,57269.0,343,0.3756236751897286
2017,752,56481.0,341,0.3711345797473491
2018,752,55397.0,339,0.36114566296772116
2019,752,54317.0,337,0.37667206628072875
2020,752,53798.0,338,0.3668503334340131
2021,752,53289.0,337,0.3551459487951806
2022,752,52792.0,336,0.3672367735803263
2023,752,52032.0,335,0.37566993294823037
2024,752,51275.0,334,0.3847784025842125
2025,752,50520.0,334,0.39997514897080944
2026,752,50034.0,335,0.3758717768108206
2027,751,49832.0,334,0.32478719365372377
2028,751,49643.0,337,0.30263296095421954
2029,751,49515.0,341,0.305327915862969
2030,751,49563.0,343,0.31216865100014823
2031,751,49152.0,345,0.32183376628281657
2032,751,48723.0,346,0.3148952418488723
2033,751,48528.0,349,0.2991159267624253
2034,751,48396.0,350,0.2779607146521857
2035,751,47973.0,349,0.2771240490174564
2036,751,47554.0,351,0.2697328355971279
2037,751,47134.0,349,0.2593608485334304
2038,749,46944.0,349,0.2316205075692105
2039,749,46514.0,349,0.23213326700698944
2040,749,46082.0,346,0.2497576711727574
2041,748,45655.0,347,0.21602221403054386
2042,748,45274.0,348,0.22161246968712048
2043,748,45339.0,347,0.21744095813264527
2044,747,44911.0,346,0.20040044929249592
2045,747,44730.0,348,0.19991007620528475
2046,746,44554.0,350,0.16717098821869777
2047,746,44378.0,350,0.15320176344088546
2048,746,44493.0,351,0.1474466156408584
2049,746,44610.0,354,0.14409117973020633
2050,746,44429.0,355,0.14133491669248063
2051,746,44487.0,357,0.13600329726381086
2052,744,44308.0,356,0.07485555973598637
2053,744,44134.0,359,0.07637399352127254
2054,744,43960.0,358,0.07698239452498822
2055,744,43786.0,357,0.07221571468008245
2056,744,43614.0,358,0.06742281296351457
2057,744,43443.0,358,0.06796332609605378
2058,744,43506.0,358,0.06623421767094886
2059,744,43336.0,359,0.0656791430112913
2060,744,43466.0,362,0.06318679403118471
2061,744,42998.0,359,0.13533793090059823
2062,744,42785.0,358,0.1444420557565368
2063,744,42616.0,357,0.14989302399154522
2064,744,42448.0,357,0.13833482679228354
2065,744,42279.0,356,0.1429999683911004
2066,744,42110.0,355,0.13747327366280937
2067,743,41943.0,355,0.0665837693730811
2068,743,41777.0,355,0.06809763473262094
2069,743,41840.0,355,0.06267417037397748
2070,743,41675.0,355,0.06515957127974081
2071,743,41798.0,354,0.06380573250906636
2072,743,41629.0,354,0.06923092112050983
2073,743,41693.0,355,0.06497982036916619
2074,743,41817.0,354,0.06618605185684112
2075,743,41651.0,354,0.06398310317971649
2076,743,41184.0,353,0.07145993713011958
2077,743,40734.0,351,0.07882623079548166
2078,743,40794.0,351,0.0803516626825004
2079,743,40340.0,350,0.08985841016828712
2080,743,40463.0,351,0.08651481361424598
2081,743,40527.0,354,0.07279131909327001
2082,743,40074.0,352,0.06969564370228884
2083,743,39907.0,351,0.06695043585974558
2084,743,39741.0,352,0.06838357444654286
2085,743,39863.0,351,0.06615979020090003
2086,743,39987.0,352,0.06564199525465017
2087,743,40056.0,352,0.06316657319805524
2088,743,40181.0,354,0.04787627725758343
2089,743,40537.0,356,0.03437593926217594
2090,743,40894.0,358,0.02961365347673748
2091,743,41252.0,358,0.02985392695431559
2092,743,41611.0,359,0.0334233137720311
2093,743,41972.0,361,0.03553331731113073
2094,743,42033.0,361,0.03812406836104426
2095,743,42335.0,361,0.045785105408232045
2096,743,42622.0,362,0.05685271595264407
2097,743,42968.0,363,0.0696285660670256
2098,743,43317.0,364,0.08473598167050167
2099,743,43378.0,363,0.08562832213923789
2100,743,43441.0,364,0.10332444317309888
2101,743,43506.0,365,0.12049838188614195
2102,743,43270.0,363,0.14171585554302754
2103,743,43318.0,361,0.15067985007777102
2104,743,43382.0,362,0.1623250374737656
2105,743,43147.0,361,0.1563194390266556
2106,743,42914.0,362,0.15721900537911201
2107,743,42680.0,360,0.16188327425025006
2108,743,42446.0,359,0.15661211458742577
2109,743,42212.0,358,0.1552098929800437
2110,743,41978.0,357,0.15651972755418914
2111,743,42043.0,358,0.15589633533354458
2112,743,42401.0,359,0.1581544916921244
2113,743,42466.0,359,0.1516468332597664
2114,743,42530.0,359,0.1448238328201203
2115,743,42597.0,361,0.12389687937977262
2116,743,42858.0,359,0.11407481150397485
2117,743,43122.0,360,0.11548135094232533
2118,743,43385.0,359,0.11612405620753914
2119,743,43652.0,361,0.11648208884097146
2120,743,43921.0,362,0.11210750483302123
2121,743,44284.0,363,0.11058178836300583
2122,743,44650.0,366,0.11438811629811334
2123,743,45017.0,367,0.11125421107368702
2124,743,45385.0,368,0.11509852329806147
2125,743,45755.0,370,0.11577673617042364
2126,743,46125.0,370,0.11782987938492279
2127,742,46496.0,371,0.07588078739021803
2128,742,46867.0,371,0.07608775422187007
2129,742,47238.0,371,0.07562125129347261
2130,742,47609.0,371,0.07449214999434196
2131,742,47980.0,371,0.07756697051123944
2132,742,48351.0,371,0.07580229812509534
2133,742,48722.0,371,0.07359360364254498
2134,742,49093.0,371,0.07651617465590686
2135,742,49464.0,371,0.07372739661873251
2136,742,49835.0,371,0.075719880085796
2137,742,50206.0,371,0.07622669962472807
2138,741,50577.0,371,0.03984196420530124
2139,741,50948.0,371,0.03949240500442111
2140,741,51018.0,370,0.07638413870812885
2141,741,51089.0,369,0.08075500653806271
2142,741,51159.0,368,0.08905785567676448
2143,741,51228.0,367,0.08996894907754505
2144,741,51297.0,366,0.08794458266360523
2145,741,51366.0,366,0.08054098561335465
2146,741,51435.0,365,0.06353614700712987
2147,741,51504.0,365,0.06859700859447423
2148,741,51569.0,365,0.14789072128358227
2149,740,51538.0,362,0.0863070944358907
2150,740,51556.0,362,0.11285070651448423
2151,740,51575.0,360,0.10400214775763557
2152,740,51595.0,360,0.11010561148563626
2153,740,51616.0,360,0.11592837083893169
2154,740,51640.0,361,0.10799092874134203
2155,740,51961.0,361,0.09520912339912259
2156,740,51984.0,360,0.08141633802099624
2157,740,52011.0,361,0.07182942344672434
2158,740,52035.0,359,0.06197479437064062
2159,740,52060.0,359,0.059502199872621175
2160,740,51777.0,358,0.06305910577289144
2161,740,51532.0,356,0.07098846272613862
2162,740,51286.0,355,0.08974015575532665
2163,740,51042.0,354,0.08637346328627349
2164,740,51093.0,354,0.09767357108537662
2165,739,51147.0,356,0.06526910443610122
2166,739,51200.0,356,0.06718635196753683
2167,739,51254.0,356,0.06717286091054939
2168,739,51310.0,356,0.06800958867522539
2169,739,51371.0,356,0.07011649925061623
2170,739,51723.0,358,0.06297490033948776
2171,739,51778.0,357,0.0636324155436482
2172,739,51840.0,358,0.05915607148539393
2173,739,51903.0,358,0.05951434229332365
2174,739,51668.0,359,0.09583517494047647
2175,738,51432.0,358,0.06256543828852484
2176,738,51197.0,358,0.07236872672516573
2177,738,50963.0,357,0.06910712785574262
2178,738,50729.0,356,0.0702330795170084
2179,738,50790.0,358,0.06787299331477586
2180,738,50558.0,357,0.06885791467698071
2181,738,50326.0,357,0.07009654457050309
2182,738,50096.0,356,0.0701295804274889
2183,738,49868.0,357,0.06668517415980171
2184,738,49638.0,356,0.053009147029067616
2185,738,49697.0,354,0.0401548449529113
2186,738,49762.0,356,0.04707713018732114
2187,738,49532.0,355,0.04706436919005613
2188,738,49301.0,354,0.045654490706965985
2189,738,49360.0,353,0.056369891327287557
2190,738,49130.0,353,0.06060914735484009
2191,738,48901.0,353,0.062403650263981945
2192,738,48672.0,352,0.06676240499947839
2193,738,48443.0,352,0.06980156683596932
2194,738,48505.0,352,0.06905315375624278
2195,738,48276.0,351,0.06546140144895723
2196,738,48336.0,351,0.06822011891125777
2197,738,48105.0,350,0.06458304439834722
2198,738,48166.0,351,0.06772427155607091
2199,738,47936.0,351,0.07040167136361987
2200,738,47998.0,351,0.06839425909079706
2201,738,47769.0,350,0.07011149195893551
2202,738,47829.0,350,0.06772733059366344
2203,738,47598.0,350,0.06745211891534161
2204,738,47658.0,350,0.06667154137289472
2205,738,47718.0,350,0.06772555232784049
2206,738,47779.0,350,0.06823263797193416
2207,738,47840.0,351,0.06590893554581213
2208,738,47904.0,352,0.06510022809048158
2209,738,48259.0,355,0.06387736558452245
2210,738,48323.0,355,0.06158846269243102
2211,738,48389.0,354,0.06309186201121382
2212,738,48455.0,354,0.06111915829860201
2213,738,48812.0,357,0.04919689041976349
2214,738,48881.0,357,0.03528023490501516
2215,738,48951.0,357,0.03949745334701808
2216,738,49021.0,358,0.04372015587076032
2217,738,49092.0,358,0.05063054259945976
2218,738,49162.0,357,0.0554016923435419
2219,738,49234.0,357,0.05850420881259265
2220,738,49307.0,358,0.06365155254956416
2221,738,49379.0,358,0.06742589924340353
2222,738,49451.0,357,0.055561075813741916
2223,738,49809.0,358,0.044010942960128745
2224,738,49884.0,359,0.03190498956123833
2225,738,50241.0,358,0.022583395439010206
2226,738,50315.0,359,0.01343071925295181
2227,738,50388.0,359,0.01499155178944804
2228,738,50464.0,360,0.014451701666394298
2229,738,50822.0,359,0.013924273450200161
2230,738,50612.0,359,0.014940166454762987
2231,738,50970.0,359,0.015651590774897063
2232,738,51045.0,359,0.013682502283110139
2233,738,51119.0,358,0.015960285157313743
2234,738,51194.0,358,0.013683722237604787
2235,738,51269.0,358,0.015788912929612767
2236,738,51628.0,359,0.014526798180364012
2237,738,51704.0,359,0.014978021202456827
2238,738,51780.0,358,0.01370874790737127
2239,738,51854.0,358,0.016701054062222543
2240,738,51930.0,358,0.014701733529842224
2241,738,52007.0,359,0.013811409404465052
2242,738,52366.0,360,0.01509756520519587
2243,738,52722.0,358,0.015327931816949926
2244,738,53081.0,359,0.013959374477718967
2245,738,53441.0,360,0.0143411452937882
2246,738,53802.0,361,0.014374153778604175
2247,738,54164.0,362,0.012887167183216443
2248,738,54527.0,363,0.010676092747543199
2249,738,54891.0,364,0.009659112800925879
2250,738,55256.0,365,0.008814930642503086
2251,738,55621.0,365,0.008159814695640623
2252,738,55987.0,366,0.0067641820027458735
2253,738,56353.0,366,0.005136317049459608
2254,738,56720.0,367,0.005221071280968142
2255,738,57088.0,368,0.004076307638687274
2256,738,57456.0,368,0.0023584662641670515
2257,738,57824.0,368,0.0029661667716659834
2258,738,58194.0,370,0.0018179150078394472
2259,738,58565.0,371,0.001340227500189171
2260,738,58936.0,371,0.0007327019857239333
2261,738,59308.0,372,0.00048049317753880226
2262,738,59680.0,372,0.0003904639442740726
2263,738,60052.0,372,0.0002585694777746997
2264,738,60424.0,372,0.000129142517040276
2265,738,60796.0,372,8.73921865303974e-05
2266,738,61168.0,372,5.572290265195473e-05
2267,738,61540.0,372,5.6488235856282176e-05
2268,738,61912.0,372,1.9520617629371376e-05
2269,738,62284.0,372,1.146471427741762e-05
2270,738,62656.0,372,5.920942396541759e-06
2271,738,63028.0,372,3.7572877501759544e-06
2272,738,63400.0,372,2.706087815107671e-06
2273,738,63772.0,372,2.2545771920907615e-06
2274,738,64144.0,372,1.588865743893776e-06
2275,738,64516.0,372,1.0078804429866497e-06
2276,738,64888.0,372,8.46406314085577e-07
